Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 1


SUMMARY  Delta T  Size     Destination   Source        Summary
  1598    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1599    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1896448
  1600    0.0060  1078  popfly       blue          NCP R OK 1024 bytes read
  1601    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1897472
  1602    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1603    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 1898496
  1604    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1605    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 1899520
  1606    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1607    0.0041    64  blue         popfly        NCP C F=ED12 Read 512 at 67072
  1608    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1609    0.0018    64  blue         popfly        NCP C F=7A18 Read 1024 at 2102272
  1610    0.0241  1078  popfly       blue          NCP R OK 1024 bytes read
  1611    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2103296
  1612    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1613    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2104320
  1614    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1615    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2105344
  1616    0.0198  1078  popfly       blue          NCP R OK 1024 bytes read
  1617    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2106368
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 34


SUMMARY  Delta T  Size     Destination   Source        Summary

  1618    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1619    0.0029    64  blue         popfly        NCP C F=ED12 Read 512 at 69632
  1620    0.0010   566  popfly       blue          NCP R OK 512 bytes read
  1621    0.0019    64  blue         popfly        NCP C F=7A18 Read 1024 at 2300928
  1622    0.0178  1078  popfly       blue          NCP R OK 1024 bytes read
  1623    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2301952
  1624    0.0255  1078  popfly       blue          NCP R OK 1024 bytes read
  1625    0.0014    64  blue         popfly        NCP C F=7A18 Read 1024 at 2302976
  1626    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1627    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2304000
  1628    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1629    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2305024
  1630    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1631    0.0031    64  blue         popfly        NCP C F=ED12 Read 512 at 74240
  1632    0.0394   566  popfly       blue          NCP R OK 512 bytes read
  1633    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 2473472
  1634    0.0245    60  blue         cacilj        NCP C Service queue 000200A7 job
  1635    0.0013   106  cacilj       blue          NCP R Bindery error
  1636    0.0024   566  popfly       blue          NCP R OK 512 bytes read
  1637    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 2473984
  1638    0.0130  1078  popfly       blue          NCP R OK 1024 bytes read
  1639    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2475008
  1640    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1641    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2476032
  1642    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1643    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2477056
  1644    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1645    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 2478080
  1646    0.0048    60  blue         cacilj        NCP C Service queue 000000CF job
  1647    0.0008   106  cacilj       blue          NCP R Bindery error
  1648    0.0129   566  popfly       blue          NCP R OK 512 bytes read
  1649    0.0025    64  blue         popfly        NCP C F=ED12 Read 512 at 78336
  1650    0.0165    60  blue         cacilj        NCP C Service queue 000400E5 job
  1651    0.0008   106  cacilj       blue          NCP R Bindery error
  1652    0.0235   566  popfly       blue          NCP R OK 512 bytes read
  1653    0.0019    64  blue         popfly        NCP C F=7A18 Read 1024 at 2957312
  1654    0.0065    60  blue         cacilj        NCP C Service queue 00010015 job
  1655    0.0009   106  cacilj       blue          NCP R Bindery error
  1656    0.0326  1078  popfly       blue          NCP R OK 1024 bytes read
  1657    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2958336
  1658    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1659    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2959360
  1660    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1661    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2960384
  1662    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1663    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 2961408
  1664    0.0224  1078  popfly       blue          NCP R OK 1024 bytes read
  1665    0.0031    64  blue         popfly        NCP C F=ED12 Read 512 at 86016
  1666    0.0473   566  popfly       blue          NCP R OK 512 bytes read
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 35


SUMMARY  Delta T  Size     Destination   Source        Summary

  1667    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 3231232
  1668    0.0440   566  popfly       blue          NCP R OK 512 bytes read
  1669    0.0011    64  blue         popfly        NCP C F=7A18 Read 1024 at 3231744
  1670    0.0061  1078  popfly       blue          NCP R OK 1024 bytes read
  1671    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3232768
  1672    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1673    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3233792
  1674    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1675    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3234816
  1676    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1677    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 3235840
  1678    0.0153   566  popfly       blue          NCP R OK 512 bytes read
  1679    0.0026    64  blue         popfly        NCP C F=ED12 Read 512 at 94208
  1680    0.0483   566  popfly       blue          NCP R OK 512 bytes read
  1681    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 3718656
  1682    0.0302   566  popfly       blue          NCP R OK 512 bytes read
  1683    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 3719168
  1684    0.0256  1078  popfly       blue          NCP R OK 1024 bytes read
  1685    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3720192
  1686    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1687    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3721216
  1688    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1689    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3722240
  1690    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1691    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 3723264
  1692    0.0166   566  popfly       blue          NCP R OK 512 bytes read
  1693    0.0029    64  blue         popfly        NCP C F=ED12 Read 512 at 96768
  1694    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1695    0.0018    64  blue         popfly        NCP C F=7A18 Read 512 at 3794432
  1696    0.0276   566  popfly       blue          NCP R OK 512 bytes read
  1697    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 3794944
  1698    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1699    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3795968
  1700    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1701    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3796992
  1702    0.0225  1078  popfly       blue          NCP R OK 1024 bytes read
  1703    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 3798016
  1704    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1705    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 3799040
  1706    0.0010   566  popfly       blue          NCP R OK 512 bytes read
  1707    0.0122    64  blue         popfly        NCP C F=4914 Read 512 at 282624
  1708    0.0013   566  popfly       blue          NCP R OK 512 bytes read
  1709    0.0011    64  blue         popfly        NCP C F=4914 Read 512 at 283136
  1710    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1711    0.0010    64  blue         popfly        NCP C F=4914 Read 528 at 283648
  1712    0.0011   582  popfly       blue          NCP R OK 528 bytes read
  1713    0.0043    64  blue         popfly        NCP C F=4914 Read 512 at 174080
  1714    0.0337   566  popfly       blue          NCP R OK 512 bytes read
  1715    0.0011    64  blue         popfly        NCP C F=4914 Read 512 at 174592
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 36


SUMMARY  Delta T  Size     Destination   Source        Summary

  1716    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1717    0.0010    64  blue         popfly        NCP C F=4914 Read 1024 at 175104
  1718    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1719    0.0014    64  blue         popfly        NCP C F=4914 Read 1024 at 176128
  1720    0.0061  1078  popfly       blue          NCP R OK 1024 bytes read
  1721    0.0014    64  blue         popfly        NCP C F=4914 Read 1024 at 177152
  1722    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1723    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 178176
  1724    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1725    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 179200
  1726    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1727    0.0014    64  blue         popfly        NCP C F=4914 Read 1024 at 180224
  1728    0.0059  1078  popfly       blue          NCP R OK 1024 bytes read
  1729    0.0015    64  blue         popfly        NCP C F=4914 Read 1024 at 181248
  1730    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1731    0.0014    64  blue         popfly        NCP C F=4914 Read 1024 at 182272
  1732    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1733    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 183296
  1734    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1735    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 184320
  1736    0.0101  1078  popfly       blue          NCP R OK 1024 bytes read
  1737    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 185344
  1738    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1739    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 186368
  1740    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1741    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 187392
  1742    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1743    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 188416
  1744    0.0167  1078  popfly       blue          NCP R OK 1024 bytes read
  1745    0.0015    64  blue         popfly        NCP C F=4914 Read 1024 at 189440
  1746    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1747    0.0014    64  blue         popfly        NCP C F=4914 Read 1024 at 190464
  1748    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1749    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 191488
  1750    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1751    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 192512
  1752    0.0058  1078  popfly       blue          NCP R OK 1024 bytes read
  1753    0.0014    64  blue         popfly        NCP C F=4914 Read 1024 at 193536
  1754    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1755    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 194560
  1756    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1757    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 195584
  1758    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1759    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 196608
  1760    0.0058  1078  popfly       blue          NCP R OK 1024 bytes read
  1761    0.0014    64  blue         popfly        NCP C F=4914 Read 1024 at 197632
  1762    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1763    0.0013    64  blue         popfly        NCP C F=4914 Read 1024 at 198656
  1764    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
Sniffer Network Analyzer data from 5-Sep-91 at 09:06:16, file C:\CAPTURE\TEST2.ENC, Page 37


SUMMARY  Delta T  Size     Destination   Source        Summary

  1765    0.0014    64  blue         popfly        NCP C F=4914 Read 832 at 199680
  1766    0.0014   886  popfly       blue          NCP R OK 832 bytes read
  1767    0.0014    64  blue         popfly        NCP C F=4914 Read 512 at 171520
  1768    0.0012   566  popfly       blue          NCP R OK 512 bytes read
  1769    0.0012    64  blue         popfly        NCP C F=4914 Read 512 at 172032
  1770    0.0010   566  popfly       blue          NCP R OK 512 bytes read
  1771    0.0032    64  blue         popfly        NCP C F=4914 Read 512 at 172544
  1772    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1773    0.0032    64  blue         popfly        NCP C F=4914 Read 512 at 173056
  1774    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1775    0.0031    64  blue         popfly        NCP C F=4914 Read 512 at 173568
  1776    0.0010   566  popfly       blue          NCP R OK 512 bytes read
  1777    0.0034    64  blue         popfly        NCP C F=4914 Read 512 at 174080
  1778    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1779    0.0038    64  blue         popfly        NCP C F=EF0B Read 512 at 17920
  1780    0.0181   566  popfly       blue          NCP R OK 512 bytes read
  1781    0.0010    64  blue         popfly        NCP C F=EF0B Read 1024 at 18432
  1782    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1783    0.0013    64  blue         popfly        NCP C F=EF0B Read 1024 at 19456
  1784    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1785    0.1031    64  blue         popfly        NCP C F=7A18 Read 512 at 697856
  1786    0.0014   566  popfly       blue          NCP R OK 512 bytes read
  1787    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 698368
  1788    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1789    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 699392
  1790    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1791    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 700416
  1792    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1793    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 701440
  1794    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1795    0.0013    64  blue         popfly        NCP C F=7A18 Read 512 at 702464
  1796    0.0011   566  popfly       blue          NCP R OK 512 bytes read
  1797    0.1671    64  blue         popfly        NCP C F=7A18 Read 512 at 697856
  1798    0.0014   566  popfly       blue          NCP R OK 512 bytes read
  1799    0.0010    64  blue         popfly        NCP C F=7A18 Read 1024 at 698368
  1800    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1801    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 699392
  1802    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1803    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 700416
  1804    0.0017  1078  popfly       blue          NCP R OK 1024 bytes read
  1805    0.0013    64  blue         popfly        NCP C F=7A18 Read 1024 at 701440
  1806    0.0016  1078  popfly       blue          NCP R OK 1024 bytes read
  1807    0.0012    64  blue         popfly        NCP C F=7A18 Read 512 at 702464
  1808    0.0011   566  popfly       blue          NCP R OK 512 bytes read
